"","t","TempOut","OutHum","WindSpeed","Rain","SolarRad","PMI"
"2709",2010-09-09 12:00:00,30.5556,75,0,0,706,0
"2710",2010-09-09 12:10:00,30.4444,79,0,0,559,0.0069
"2711",2010-09-09 12:20:00,31.0556,81,0,0,820,0.0139
"2712",2010-09-09 12:30:00,31.1667,77,0,0,789,0.0208
"2713",2010-09-09 12:40:00,29.7222,80,0,0,482,0.0278
"2714",2010-09-09 12:50:00,30.2222,77,0,0,714,0.0347
"2715",2010-09-09 13:00:00,29.5,77,1,0,545,0.0417
"2716",2010-09-09 13:10:00,29.5,79,1,0,693,0.0486
"2717",2010-09-09 13:20:00,30.6111,76,1,0,1110,0.0556
"2718",2010-09-09 13:30:00,29.3889,74,1,0,814,0.0625
"2719",2010-09-09 13:40:00,30.4444,74,1,0,1097,0.0694
"2720",2010-09-09 13:50:00,28.9444,77,0,0,278,0.0764
"2721",2010-09-09 14:00:00,28.5,81,0,0,307,0.0833
"2722",2010-09-09 14:10:00,31.2222,77,0,0,1071,0.0903
"2723",2010-09-09 14:20:00,27.2778,87,1,6,176,0.0972
"2724",2010-09-09 14:30:00,25.1111,91,0,7,116,0.1042
"2725",2010-09-09 14:40:00,25,95,0,0,129,0.1111
"2726",2010-09-09 14:50:00,25.6111,95,0,0,156,0.1181
"2727",2010-09-09 15:00:00,26.1111,94,0,0,163,0.125
"2728",2010-09-09 15:10:00,26.6111,93,0,0,171,0.1319
"2729",2010-09-09 15:20:00,27.0556,93,0,0,179,0.1389
"2730",2010-09-09 15:30:00,27.6111,92,0,0,244,0.1458
"2731",2010-09-09 15:40:00,28.1667,89,0,0,312,0.1528
"2732",2010-09-09 15:50:00,27.5556,88,0,0,375,0.1597
"2733",2010-09-09 16:00:00,27.3333,90,0,0,208,0.1667
"2734",2010-09-09 16:10:00,26.5556,89,0,0,103,0.1736
"2735",2010-09-09 16:20:00,26.0556,91,0,0,93,0.1806
"2736",2010-09-09 16:30:00,26.2778,92,0,0,127,0.1875
"2737",2010-09-09 16:40:00,26.3333,88,0,0,176,0.1944
"2738",2010-09-09 16:50:00,24.7222,92,0,4,193,0.2014
"2739",2010-09-09 17:00:00,24.7222,95,0,3,233,0.2083
"2740",2010-09-09 17:10:00,25.3333,95,0,0,269,0.2153
"2741",2010-09-09 17:20:00,25.3889,94,0,0,210,0.2222
"2742",2010-09-09 17:30:00,25.5556,94,0,0,151,0.2292
"2743",2010-09-09 17:40:00,25.8333,95,0,0,119,0.2361
"2744",2010-09-09 17:50:00,25.9444,94,0,0,70,0.2431
"2745",2010-09-09 18:00:00,25.7222,94,0,0,51,0.25
"2746",2010-09-09 18:10:00,25.5,94,0,0,22,0.2569
"2747",2010-09-09 18:20:00,25.3333,95,0,0,12,0.2639
"2748",2010-09-09 18:30:00,25.1111,96,0,0,2,0.2708
"2749",2010-09-09 18:40:00,24.8333,96,0,0,0,0.2778
"2750",2010-09-09 18:50:00,24.6111,96,0,0,0,0.2847
"2751",2010-09-09 19:00:00,24.7778,97,0,0,0,0.2917
"2752",2010-09-09 19:10:00,24.9444,96,0,0,0,0.2986
"2753",2010-09-09 19:20:00,25.1667,96,0,0,0,0.3056
"2754",2010-09-09 19:30:00,25,96,0,0,0,0.3125
"2755",2010-09-09 19:40:00,24.8889,96,0,0,0,0.3194
"2756",2010-09-09 19:50:00,25.1667,96,0,0,0,0.3264
"2757",2010-09-09 20:00:00,25.1667,95,0,0,0,0.3333
"2758",2010-09-09 20:10:00,25.1111,95,0,0,0,0.3403
"2759",2010-09-09 20:20:00,25.1111,95,0,0,0,0.3472
"2760",2010-09-09 20:30:00,25.0556,95,0,0,0,0.3542
"2761",2010-09-09 20:40:00,25.0556,95,0,0,0,0.3611
"2762",2010-09-09 20:50:00,25.1111,95,0,0,0,0.3681
"2763",2010-09-09 21:00:00,25.1667,94,0,0,0,0.375
"2764",2010-09-09 21:10:00,25.1111,94,0,0,0,0.3819
"2765",2010-09-09 21:20:00,25.0556,94,0,0,0,0.3889
"2766",2010-09-09 21:30:00,24.8889,95,0,0,0,0.3958
"2767",2010-09-09 21:40:00,25.1667,94,0,0,0,0.4028
"2768",2010-09-09 21:50:00,25.0556,93,0,0,0,0.4097
"2769",2010-09-09 22:00:00,24.6667,94,0,0,0,0.4167
"2770",2010-09-09 22:10:00,24.3333,94,0,0,0,0.4236
"2771",2010-09-09 22:20:00,24.3333,95,0,0,0,0.4306
"2772",2010-09-09 22:30:00,23.9444,96,0,0,0,0.4375
"2773",2010-09-09 22:40:00,23.9444,96,0,0,0,0.4444
"2774",2010-09-09 22:50:00,24.1667,96,0,0,0,0.4514
"2775",2010-09-09 23:00:00,24.7222,96,0,0,0,0.4583
"2776",2010-09-09 23:10:00,25.2222,95,0,0,0,0.4653
"2777",2010-09-09 23:20:00,24.8889,95,0,0,0,0.4722
"2778",2010-09-09 23:30:00,24.6667,96,0,0,0,0.4792
"2779",2010-09-09 23:40:00,24.8889,96,0,0,0,0.4861
"2780",2010-09-09 23:50:00,24.8889,96,0,0,0,0.4931
"2781",2010-09-10 00:00:00,24.8333,96,0,0,0,0.5
"2782",2010-09-10 00:10:00,25.1667,95,0,0,0,0.5069
"2783",2010-09-10 00:20:00,25.2778,94,0,0,0,0.5139
"2784",2010-09-10 00:30:00,24.7778,96,0,0,0,0.5208
"2785",2010-09-10 00:40:00,24.6667,96,0,0,0,0.5278
"2786",2010-09-10 00:50:00,24.8333,96,0,0,0,0.5347
"2787",2010-09-10 01:00:00,24.8333,96,0,0,0,0.5417
"2788",2010-09-10 01:10:00,24.7778,96,0,0,0,0.5486
"2789",2010-09-10 01:20:00,25.0556,96,0,0,0,0.5556
"2790",2010-09-10 01:30:00,25.1111,95,0,0,0,0.5625
"2791",2010-09-10 01:40:00,25,96,0,0,0,0.5694
"2792",2010-09-10 01:50:00,24.9444,96,0,0,0,0.5764
"2793",2010-09-10 02:00:00,25.1111,96,0,0,0,0.5833
"2794",2010-09-10 02:10:00,25.4444,95,0,0,0,0.5903
"2795",2010-09-10 02:20:00,25.4444,94,0,0,0,0.5972
"2796",2010-09-10 02:30:00,25.6667,94,0,0,0,0.6042
"2797",2010-09-10 02:40:00,25.3333,93,0,0,0,0.6111
"2798",2010-09-10 02:50:00,24.9444,94,0,0,0,0.6181
"2799",2010-09-10 03:00:00,24.7778,95,0,0,0,0.625
"2800",2010-09-10 03:10:00,24.3889,96,0,0,0,0.6319
"2801",2010-09-10 03:20:00,24.2222,96,0,0,0,0.6389
"2802",2010-09-10 03:30:00,24.2222,97,0,0,0,0.6458
"2803",2010-09-10 03:40:00,24.3333,97,0,0,0,0.6528
"2804",2010-09-10 03:50:00,24.7222,96,0,0,0,0.6597
"2805",2010-09-10 04:00:00,24.8333,95,0,0,0,0.6667
"2806",2010-09-10 04:10:00,25.2222,95,0,0,0,0.6736
"2807",2010-09-10 04:20:00,25.2222,95,0,0,0,0.6806
"2808",2010-09-10 04:30:00,25.3333,94,0,0,0,0.6875
"2809",2010-09-10 04:40:00,25.1111,94,0,0,0,0.6944
"2810",2010-09-10 04:50:00,24.8889,95,0,0,0,0.7014
"2811",2010-09-10 05:00:00,24.5556,96,0,0,0,0.7083
"2812",2010-09-10 05:10:00,24.4444,96,0,0,0,0.7153
"2813",2010-09-10 05:20:00,24.0556,96,0,0,0,0.7222
"2814",2010-09-10 05:30:00,23.7778,97,0,0,0,0.7292
"2815",2010-09-10 05:40:00,23.9444,97,0,0,0,0.7361
"2816",2010-09-10 05:50:00,24.0556,97,0,0,0,0.7431
"2817",2010-09-10 06:00:00,23.9444,97,0,0,0,0.75
"2818",2010-09-10 06:10:00,23.9444,97,0,0,0,0.7569
"2819",2010-09-10 06:20:00,24.0556,97,0,0,4,0.7639
"2820",2010-09-10 06:30:00,24.5,96,0,1,68,0.7708
"2821",2010-09-10 06:40:00,24.6111,96,0,0,64,0.7778
"2822",2010-09-10 06:50:00,24.7222,96,0,0,38,0.7847
"2823",2010-09-10 07:00:00,24.6667,97,0,0,28,0.7917
"2824",2010-09-10 07:10:00,24.8333,97,0,0,26,0.7986
"2825",2010-09-10 07:20:00,25.1111,97,0,0,28,0.8056
"2826",2010-09-10 07:30:00,24.7778,96,0,11,30,0.8125
"2827",2010-09-10 07:40:00,24.5556,96,0,6,33,0.8194
"2828",2010-09-10 07:50:00,24.6667,97,0,3,54,0.8264
"2829",2010-09-10 08:00:00,25.5,97,0,0,185,0.8333
"2830",2010-09-10 08:10:00,26.5,96,0,0,266,0.8403
"2831",2010-09-10 08:20:00,27.3333,94,0,0,228,0.8472
"2832",2010-09-10 08:30:00,27.6667,93,0,0,198,0.8542
"2833",2010-09-10 08:40:00,27.8889,91,0,0,159,0.8611
"2834",2010-09-10 08:50:00,27.7222,92,0,0,214,0.8681
"2835",2010-09-10 09:00:00,28.6111,90,0,0,537,0.875
"2836",2010-09-10 09:10:00,28.7778,89,0,0,598,0.8819
"2837",2010-09-10 09:20:00,28.6111,86,1,0,528,0.8889
"2838",2010-09-10 09:30:00,28.7222,86,0,0,372,0.8958
"2839",2010-09-10 09:40:00,28.3333,89,0,0,359,0.9028
"2840",2010-09-10 09:50:00,29.5,86,0,0,835,0.9097
"2841",2010-09-10 10:00:00,29.7222,84,1,0,837,0.9167
"2842",2010-09-10 10:10:00,30.1667,84,0,0,859,0.9236
"2843",2010-09-10 10:20:00,30.1667,84,1,0,896,0.9306
"2844",2010-09-10 10:30:00,30.1111,85,0,0,886,0.9375
"2845",2010-09-10 10:40:00,30.6667,83,0,0,962,0.9444
"2846",2010-09-10 10:50:00,30.1667,83,0,0,1072,0.9514
"2847",2010-09-10 11:00:00,30.4444,83,0,0,1007,0.9583
"2848",2010-09-10 11:10:00,30.5556,79,0,0,1018,0.9653
"2849",2010-09-10 11:20:00,29.8333,82,0,0,580,0.9722
"2850",2010-09-10 11:30:00,28.2222,85,1,0,340,0.9792
"2851",2010-09-10 11:40:00,27.0556,90,0,0,406,0.9861
"2852",2010-09-10 11:50:00,29,90,0,0,761,0.9931
"2853",2010-09-10 12:00:00,30.3889,86,0,0,1094,1
"2854",2010-09-10 12:10:00,30.4444,82,1,0,1138,1.0069
"2855",2010-09-10 12:20:00,30.4444,83,1,0,991,1.0139
"2856",2010-09-10 12:30:00,30.8889,80,1,0,1028,1.0208
"2857",2010-09-10 12:40:00,30.0556,84,0,0,408,1.0278
"2858",2010-09-10 12:50:00,30.4444,85,0,0,525,1.0347
"2859",2010-09-10 13:00:00,30.3889,80,1,0,695,1.0417
"2860",2010-09-10 13:10:00,30.8333,78,1,0,1000,1.0486
"2861",2010-09-10 13:20:00,30.7222,79,0,0,873,1.0556
"2862",2010-09-10 13:30:00,30.3889,81,1,0,666,1.0625
"2863",2010-09-10 13:40:00,29.3889,85,0,0,373,1.0694
"2864",2010-09-10 13:50:00,30.6111,83,0,0,676,1.0764
"2865",2010-09-10 14:00:00,31.1667,81,0,0,931,1.0833
"2866",2010-09-10 14:10:00,31.6111,77,0,0,1024,1.0903
"2867",2010-09-10 14:20:00,31.3889,79,1,0,984,1.0972
"2868",2010-09-10 14:30:00,31.1667,77,0,0,860,1.1042
"2869",2010-09-10 14:40:00,30.6111,80,0,0,762,1.1111
"2870",2010-09-10 14:50:00,30.3889,79,0,0,740,1.1181
"2871",2010-09-10 15:00:00,30.4444,78,1,0,600,1.125
"2872",2010-09-10 15:10:00,30.6111,76,1,0,516,1.1319
"2873",2010-09-10 15:20:00,30.0556,78,1,0,305,1.1389
"2874",2010-09-10 15:30:00,29.6667,78,0,0,325,1.1458
"2875",2010-09-10 15:40:00,29.6667,80,0,0,351,1.1528
"2876",2010-09-10 15:50:00,28.8333,81,0,0,182,1.1597
"2877",2010-09-10 16:00:00,27.6111,89,0,3,82,1.1667
"2878",2010-09-10 16:10:00,26.0556,93,0,3,111,1.1736
"2879",2010-09-10 16:20:00,26.1111,94,0,0,125,1.1806
"2880",2010-09-10 16:30:00,26.3333,95,0,0,105,1.1875
"2881",2010-09-10 16:40:00,26.6111,95,0,0,91,1.1944
"2882",2010-09-10 16:50:00,26.7778,95,0,0,83,1.2014
"2883",2010-09-10 17:00:00,26.7778,95,0,0,88,1.2083
"2884",2010-09-10 17:10:00,26.8889,93,0,0,92,1.2153
"2885",2010-09-10 17:20:00,26.9444,92,0,0,93,1.2222
"2886",2010-09-10 17:30:00,26.9444,92,0,0,70,1.2292
"2887",2010-09-10 17:40:00,26.8333,94,0,0,50,1.2361
"2888",2010-09-10 17:50:00,26.5,93,0,0,24,1.2431
"2889",2010-09-10 18:00:00,26.1111,93,0,0,19,1.25
"2890",2010-09-10 18:10:00,25.9444,94,0,0,13,1.2569
"2891",2010-09-10 18:20:00,25.7222,95,0,0,8,1.2639
"2892",2010-09-10 18:30:00,25.6111,94,0,0,0,1.2708
"2893",2010-09-10 18:40:00,25.6111,94,0,0,0,1.2778
"2894",2010-09-10 18:50:00,25.5556,93,0,0,0,1.2847
"2895",2010-09-10 19:00:00,25.5,93,0,0,0,1.2917
"2896",2010-09-10 19:10:00,25.3889,94,0,0,0,1.2986
"2897",2010-09-10 19:20:00,25.2778,94,0,0,0,1.3056
"2898",2010-09-10 19:30:00,25.1667,95,0,0,0,1.3125
"2899",2010-09-10 19:40:00,25,95,0,0,0,1.3194
"2900",2010-09-10 19:50:00,25.0556,95,0,0,0,1.3264
"2901",2010-09-10 20:00:00,24.9444,96,0,0,0,1.3333
"2902",2010-09-10 20:10:00,24.8333,96,0,0,0,1.3403
"2903",2010-09-10 20:20:00,24.7778,97,0,0,0,1.3472
"2904",2010-09-10 20:30:00,24.6667,97,0,0,0,1.3542
"2905",2010-09-10 20:40:00,24.6111,97,0,0,0,1.3611
"2906",2010-09-10 20:50:00,24.5556,97,0,0,0,1.3681
"2907",2010-09-10 21:00:00,24.5,97,0,0,0,1.375
"2908",2010-09-10 21:10:00,24.4444,97,0,0,0,1.3819
"2909",2010-09-10 21:20:00,24.5556,97,0,0,0,1.3889
"2910",2010-09-10 21:30:00,24.5556,97,0,0,0,1.3958
"2911",2010-09-10 21:40:00,24.4444,97,0,0,0,1.4028
"2912",2010-09-10 21:50:00,24.3889,97,0,0,0,1.4097
"2913",2010-09-10 22:00:00,24.3333,97,0,0,0,1.4167
"2914",2010-09-10 22:10:00,24.2222,97,0,0,0,1.4236
"2915",2010-09-10 22:20:00,24.3333,97,0,0,0,1.4306
"2916",2010-09-10 22:30:00,24.3333,97,0,0,0,1.4375
"2917",2010-09-10 22:40:00,24.2778,97,0,0,0,1.4444
"2918",2010-09-10 22:50:00,24.3889,97,0,0,0,1.4514
"2919",2010-09-10 23:00:00,24.6111,97,0,0,0,1.4583
"2920",2010-09-10 23:10:00,24.7778,97,0,0,0,1.4653
"2921",2010-09-10 23:20:00,24.9444,96,0,0,0,1.4722
"2922",2010-09-10 23:30:00,24.8889,96,0,0,0,1.4792
"2923",2010-09-10 23:40:00,24.8333,97,0,0,0,1.4861
"2924",2010-09-10 23:50:00,25.0556,97,0,3,0,1.4931
"2925",2010-09-11 00:00:00,25,97,0,0,0,1.5
"2926",2010-09-11 00:10:00,24.8333,97,0,0,0,1.5069
"2927",2010-09-11 00:20:00,24.5556,97,0,0,0,1.5139
"2928",2010-09-11 00:30:00,24.3889,97,0,0,0,1.5208
"2929",2010-09-11 00:40:00,24.1111,97,0,0,0,1.5278
"2930",2010-09-11 00:50:00,23.9444,97,0,0,0,1.5347
"2931",2010-09-11 01:00:00,23.9444,97,0,0,0,1.5417
"2932",2010-09-11 01:10:00,23.8889,97,0,0,0,1.5486
"2933",2010-09-11 01:20:00,23.7222,97,0,0,0,1.5556
"2934",2010-09-11 01:30:00,23.5556,97,0,0,0,1.5625
"2935",2010-09-11 01:40:00,23.4444,97,0,0,0,1.5694
"2936",2010-09-11 01:50:00,23.3889,97,0,0,0,1.5764
"2937",2010-09-11 02:00:00,23.3889,97,0,0,0,1.5833
"2938",2010-09-11 02:10:00,23.2222,97,0,0,0,1.5903
"2939",2010-09-11 02:20:00,23.1667,97,0,0,0,1.5972
"2940",2010-09-11 02:30:00,23.1667,97,0,0,0,1.6042
"2941",2010-09-11 02:40:00,23.3333,97,0,0,0,1.6111
"2942",2010-09-11 02:50:00,23.6111,97,0,0,0,1.6181
"2943",2010-09-11 03:00:00,23.3333,97,0,0,0,1.625
"2944",2010-09-11 03:10:00,23.2778,97,0,0,0,1.6319
"2945",2010-09-11 03:20:00,23.2222,97,0,0,0,1.6389
"2946",2010-09-11 03:30:00,23.1667,97,0,0,0,1.6458
"2947",2010-09-11 03:40:00,23.0556,97,0,0,0,1.6528
"2948",2010-09-11 03:50:00,23.0556,97,0,0,0,1.6597
"2949",2010-09-11 04:00:00,23.1667,97,0,0,0,1.6667
"2950",2010-09-11 04:10:00,23.1111,97,0,0,0,1.6736
"2951",2010-09-11 04:20:00,23.8333,97,0,0,0,1.6806
"2952",2010-09-11 04:30:00,23.6667,97,0,0,0,1.6875
"2953",2010-09-11 04:40:00,23.9444,97,0,0,0,1.6944
"2954",2010-09-11 04:50:00,23.8333,97,0,0,0,1.7014
"2955",2010-09-11 05:00:00,23.7778,97,0,0,0,1.7083
"2956",2010-09-11 05:10:00,23.5556,97,0,0,0,1.7153
"2957",2010-09-11 05:20:00,23.3889,97,0,0,0,1.7222
"2958",2010-09-11 05:30:00,23.3333,97,0,0,0,1.7292
"2959",2010-09-11 05:40:00,24.1111,97,0,0,0,1.7361
"2960",2010-09-11 05:50:00,24,97,0,0,0,1.7431
"2961",2010-09-11 06:00:00,24.0556,97,0,0,0,1.75
"2962",2010-09-11 06:10:00,23.7778,97,0,0,0,1.7569
"2963",2010-09-11 06:20:00,23.6111,97,0,0,4,1.7639
"2964",2010-09-11 06:30:00,23.6667,97,0,0,13,1.7708
"2965",2010-09-11 06:40:00,23.8889,97,0,0,19,1.7778
"2966",2010-09-11 06:50:00,24.1111,97,0,0,27,1.7847
"2967",2010-09-11 07:00:00,24.2222,97,0,0,42,1.7917
"2968",2010-09-11 07:10:00,24.6667,97,0,0,54,1.7986
"2969",2010-09-11 07:20:00,25.1667,97,0,0,92,1.8056
"2970",2010-09-11 07:30:00,25.6667,97,0,0,93,1.8125
"2971",2010-09-11 07:40:00,26.0556,95,0,0,129,1.8194
"2972",2010-09-11 07:50:00,26.1111,95,0,0,175,1.8264
"2973",2010-09-11 08:00:00,26.8333,92,0,0,354,1.8333
"2974",2010-09-11 08:10:00,27.2778,93,0,0,188,1.8403
"2975",2010-09-11 08:20:00,27.7222,90,0,0,417,1.8472
"2976",2010-09-11 08:30:00,27.8889,90,0,0,287,1.8542
"2977",2010-09-11 08:40:00,28.1111,87,0,0,474,1.8611
"2978",2010-09-11 08:50:00,28.4444,86,0,0,516,1.8681
"2979",2010-09-11 09:00:00,28.6667,84,0,0,546,1.875
"2980",2010-09-11 09:10:00,28.7222,85,0,0,577,1.8819
"2981",2010-09-11 09:20:00,29.5556,85,0,0,677,1.8889
"2982",2010-09-11 09:30:00,28.8889,84,0,0,636,1.8958
"2983",2010-09-11 09:40:00,29.0556,82,0,0,586,1.9028
"2984",2010-09-11 09:50:00,29.8889,80,0,0,741,1.9097
"2985",2010-09-11 10:00:00,29.8333,80,0,0,756,1.9167
"2986",2010-09-11 10:10:00,29.7778,83,0,0,769,1.9236
"2987",2010-09-11 10:20:00,30.2778,79,1,0,915,1.9306
"2988",2010-09-11 10:30:00,30.7778,82,0,0,1026,1.9375
"2989",2010-09-11 10:40:00,30.7778,80,0,0,1071,1.9444
"2990",2010-09-11 10:50:00,31.0556,80,1,0,997,1.9514
"2991",2010-09-11 11:00:00,31.1111,78,0,0,1074,1.9583
"2992",2010-09-11 11:10:00,31.3889,78,1,0,1096,1.9653
"2993",2010-09-11 11:20:00,31.1667,80,1,0,1079,1.9722
"2994",2010-09-11 11:30:00,31.1667,81,0,0,1064,1.9792
"2995",2010-09-11 11:40:00,30.8333,77,0,0,802,1.9861
"2996",2010-09-11 11:50:00,31.1111,77,0,0,1106,1.9931
"2997",2010-09-11 12:00:00,31.1667,79,0,0,1106,2
"2998",2010-09-11 12:10:00,31.5556,77,0,0,1137,2.0069
"2999",2010-09-11 12:20:00,31.4444,78,0,0,1090,2.0139
"3000",2010-09-11 12:30:00,31.3333,77,0,0,964,2.0208
"3001",2010-09-11 12:40:00,31.6111,76,0,0,1132,2.0278
"3002",2010-09-11 12:50:00,31.7778,74,0,0,1126,2.0347
"3003",2010-09-11 13:00:00,30.7778,76,0,0,610,2.0417
"3004",2010-09-11 13:10:00,30.1667,80,0,0,529,2.0486
"3005",2010-09-11 13:20:00,30.4444,77,0,0,759,2.0556
"3006",2010-09-11 13:30:00,30.2778,82,0,0,618,2.0625
"3007",2010-09-11 13:40:00,30.6111,79,0,0,653,2.0694
"3008",2010-09-11 13:50:00,30.0556,81,0,0,441,2.0764
"3009",2010-09-11 14:00:00,30.0556,80,0,0,509,2.0833
"3010",2010-09-11 14:10:00,30.3333,81,0,0,478,2.0903
"3011",2010-09-11 14:20:00,30.1667,81,0,0,542,2.0972
"3012",2010-09-11 14:30:00,30,81,0,0,389,2.1042
"3013",2010-09-11 14:40:00,29.5556,82,0,0,326,2.1111
"3014",2010-09-11 14:50:00,29.3889,82,0,0,327,2.1181
"3015",2010-09-11 15:00:00,29.2222,82,0,0,315,2.125
"3016",2010-09-11 15:10:00,29.1667,82,0,0,293,2.1319
"3017",2010-09-11 15:20:00,29.2222,83,0,0,279,2.1389
"3018",2010-09-11 15:30:00,29.1667,84,0,0,288,2.1458
"3019",2010-09-11 15:40:00,29.1111,83,0,0,287,2.1528
"3020",2010-09-11 15:50:00,29.3333,83,0,0,305,2.1597
"3021",2010-09-11 16:00:00,29.2222,82,0,0,303,2.1667
"3022",2010-09-11 16:10:00,27.1111,91,0,2,145,2.1736
"3023",2010-09-11 16:20:00,27.1667,94,0,0,165,2.1806
"3024",2010-09-11 16:30:00,27.6111,94,0,0,182,2.1875
"3025",2010-09-11 16:40:00,27.7222,92,0,0,169,2.1944
"3026",2010-09-11 16:50:00,27.6667,92,0,0,147,2.2014
"3027",2010-09-11 17:00:00,27.6111,91,0,0,88,2.2083
"3028",2010-09-11 17:10:00,26.7778,90,0,0,69,2.2153
"3029",2010-09-11 17:20:00,26.5,93,0,0,62,2.2222
"3030",2010-09-11 17:30:00,26.4444,92,0,0,64,2.2292
"3031",2010-09-11 17:40:00,26.3333,93,0,0,48,2.2361
"3032",2010-09-11 17:50:00,26.1667,95,0,0,37,2.2431
"3033",2010-09-11 18:00:00,26.2222,94,0,0,26,2.25
"3034",2010-09-11 18:10:00,26.1111,95,0,0,13,2.2569
"3035",2010-09-11 18:20:00,26.0556,95,0,0,1,2.2639
"3036",2010-09-11 18:30:00,26.0556,93,0,0,0,2.2708
"3037",2010-09-11 18:40:00,25.9444,93,0,0,0,2.2778
"3038",2010-09-11 18:50:00,25.9444,92,0,0,0,2.2847
"3039",2010-09-11 19:00:00,25.7778,93,0,0,0,2.2917
"3040",2010-09-11 19:10:00,25.1667,94,0,1,0,2.2986
"3041",2010-09-11 19:20:00,24.7778,95,0,2,0,2.3056
"3042",2010-09-11 19:30:00,24.7222,95,0,0,0,2.3125
"3043",2010-09-11 19:40:00,24.6667,96,0,0,0,2.3194
"3044",2010-09-11 19:50:00,24.6667,96,0,0,0,2.3264
"3045",2010-09-11 20:00:00,24.6667,97,0,0,0,2.3333
"3046",2010-09-11 20:10:00,24.7778,97,0,0,0,2.3403
"3047",2010-09-11 20:20:00,24.9444,97,0,0,0,2.3472
"3048",2010-09-11 20:30:00,24.9444,97,0,0,0,2.3542
"3049",2010-09-11 20:40:00,25.0556,97,0,0,0,2.3611
"3050",2010-09-11 20:50:00,25.3333,96,0,0,0,2.3681
"3051",2010-09-11 21:00:00,25.2778,95,0,0,0,2.375
"3052",2010-09-11 21:10:00,25.2222,96,0,0,0,2.3819
"3053",2010-09-11 21:20:00,25.1667,96,0,0,0,2.3889
"3054",2010-09-11 21:30:00,25,96,0,0,0,2.3958
"3055",2010-09-11 21:40:00,24.7778,96,0,6,0,2.4028
"3056",2010-09-11 21:50:00,24.6111,96,0,4,0,2.4097
"3057",2010-09-11 22:00:00,24.2222,96,0,5,0,2.4167
"3058",2010-09-11 22:10:00,23.8333,96,0,6,0,2.4236
"3059",2010-09-11 22:20:00,23.3889,96,0,4,0,2.4306
"3060",2010-09-11 22:30:00,23.3889,96,0,1,0,2.4375
"3061",2010-09-11 22:40:00,23.5556,97,0,1,0,2.4444
"3062",2010-09-11 22:50:00,23.8333,97,0,0,0,2.4514
"3063",2010-09-11 23:00:00,24.1667,97,0,0,0,2.4583
"3064",2010-09-11 23:10:00,24.1667,97,0,0,0,2.4653
"3065",2010-09-11 23:20:00,24.1667,97,0,0,0,2.4722
"3066",2010-09-11 23:30:00,24.3333,97,0,0,0,2.4792
"3067",2010-09-11 23:40:00,24.3333,96,0,0,0,2.4861
"3068",2010-09-11 23:50:00,24.1667,96,0,0,0,2.4931
"3069",2010-09-12 00:00:00,24,97,0,0,0,2.5
"3070",2010-09-12 00:10:00,24.0556,97,0,0,0,2.5069
"3071",2010-09-12 00:20:00,24.0556,97,0,0,0,2.5139
"3072",2010-09-12 00:30:00,24.0556,97,0,0,0,2.5208
"3073",2010-09-12 00:40:00,24,97,0,0,0,2.5278
"3074",2010-09-12 00:50:00,24,97,0,0,0,2.5347
"3075",2010-09-12 01:00:00,23.9444,97,0,0,0,2.5417
"3076",2010-09-12 01:10:00,23.9444,97,0,0,0,2.5486
"3077",2010-09-12 01:20:00,23.9444,97,0,0,0,2.5556
"3078",2010-09-12 01:30:00,23.8889,97,0,0,0,2.5625
"3079",2010-09-12 01:40:00,23.8889,97,0,0,0,2.5694
"3080",2010-09-12 01:50:00,23.8333,97,0,0,0,2.5764
"3081",2010-09-12 02:00:00,23.8333,97,0,0,0,2.5833
"3082",2010-09-12 02:10:00,23.8333,97,0,0,0,2.5903
"3083",2010-09-12 02:20:00,24.1667,97,0,0,0,2.5972
"3084",2010-09-12 02:30:00,24.0556,97,0,0,0,2.6042
"3085",2010-09-12 02:40:00,24.1111,97,0,0,0,2.6111
"3086",2010-09-12 02:50:00,24.2222,97,0,0,0,2.6181
"3087",2010-09-12 03:00:00,24.4444,97,0,0,0,2.625
"3088",2010-09-12 03:10:00,24.4444,97,0,0,0,2.6319
"3089",2010-09-12 03:20:00,24.4444,97,0,0,0,2.6389
"3090",2010-09-12 03:30:00,24.4444,97,0,0,0,2.6458
"3091",2010-09-12 03:40:00,24.3889,97,0,0,0,2.6528
"3092",2010-09-12 03:50:00,24.5556,97,0,0,0,2.6597
"3093",2010-09-12 04:00:00,24.5556,97,0,0,0,2.6667
"3094",2010-09-12 04:10:00,24.5556,97,0,0,0,2.6736
"3095",2010-09-12 04:20:00,24.5,97,0,1,0,2.6806
"3096",2010-09-12 04:30:00,24.1111,97,0,6,0,2.6875
"3097",2010-09-12 04:40:00,24,97,0,6,0,2.6944
"3098",2010-09-12 04:50:00,23.8889,97,0,0,0,2.7014
"3099",2010-09-12 05:00:00,23.8333,97,0,0,0,2.7083
"3100",2010-09-12 05:10:00,23.8333,97,0,0,0,2.7153
"3101",2010-09-12 05:20:00,23.7222,97,0,0,0,2.7222
"3102",2010-09-12 05:30:00,23.7778,97,0,0,0,2.7292
"3103",2010-09-12 05:40:00,23.7222,97,0,0,0,2.7361
"3104",2010-09-12 05:50:00,23.6667,97,0,0,0,2.7431
"3105",2010-09-12 06:00:00,23.6667,97,0,0,0,2.75
"3106",2010-09-12 06:10:00,23.7222,97,0,0,0,2.7569
"3107",2010-09-12 06:20:00,23.7222,97,0,0,0,2.7639
"3108",2010-09-12 06:30:00,23.7778,97,0,0,0,2.7708
